2005/07/01 00:01:08 YVR SA 0000  40 FEW 220 -BKN 20 154/23.7/14.0/1510G16/CU1CI1 7007 RMK CONTRAILS UNOFF
2005/07/01 01:02:20 YVR SA 0100  40 FEW 100 FEW 220 -SCT 20 151/22.7/13.1/1410/CU1AC1CI1 RMK CONTRAILS / TR AC UNOFF
2005/12/11 05:48:38 YVR SP 0547  M2 BKN 5 OVC 1/2FG /2.4//3304/SC6SC4  UNOFF
2005/12/11 05:53:21 YVR SP 0541  W2 X 1/4FG /2.3//3203/FG10  UNOFF
2005/12/11 06:01:56 YVR SA 0600  W2 X 1/4FG 249/2.1/2.1/3003/FG10 6007  UNOFF
2005/12/11 06:05:08 YVR SP 0604  W1 X 1/8FG /2.0//3004/FG10  UNOFF
2005/12/11 06:39:10 YVR SP 0637  W1 X 1/8DZ-FG /2.4//3304/FG10  UNOFF
2005/12/11 07:01:15 YVR SA 0700  W1 X 1/8DZ-FG 246/2.6/2.6/3503/FG10  UNOFF
2005/12/11 07:01:15 YVR SA 0700  W1 X 1DZ-FG 246/2.6/2.6/3503/FG10  UNOFF
2005/12/11 08:01:22 YVR SA 0800  W1 X 1/8DZ-FG 243/2.9/2.9/3402/FG10  UNOFF
2005/12/11 09:01:23 YVR SA 0900  W1 X 1/8DZ-FG 241/2.5/2.5/0000/FG10 7008  UNOFF
2005/12/11 09:26:23 YVR SP 0925  W1 X 1/4DZ-FG /2.4//0503/FG10  UNOFF
2005/12/11 09:27:01 YVR SP 0925  W1 X 1/4FG /2.4//0503/FG10  UNOFF
2005/12/11 09:35:59 YVR SP 0934  W1 X 1/8DZ-FG /2.0//0602/FG10  UNOFF
2005/12/11 09:48:28 YVR SP 0946  W2 X 1/4DZ-FG /1.9//0000/FG10  UNOFF
2005/12/11 09:57:54 YVR SP 0955  W2 X 1/8DZ-FG /1.9//0000/FG10  UNOFF
2005/12/11 10:01:12 YVR SA 1000  W2 X 1/8DZ-FG 240/1.9/1.9/0903/FG10  UNOFF
2005/12/11 10:13:14 YVR SP 1012  W1 X 1/8DZ-FG /1.7//1102/FG10  UNOFF
2005/12/11 11:01:18 YVR SA 1100  W1 X 1/8DZ-FG 236/0.9/0.9/1104/FG10  UNOFF
2005/12/11 12:02:46 YVR SA 1200  W1 X 1/8DZ-FG 231/1.1/1.1/1003/FG10 0010  UNOFF
2005/12/11 13:02:20 YVR SA 1300  W1 X 1/8DZ-FG 227/1.5/1.5/0000/FG10  UNOFF
2005/12/11 14:01:47 YVR SA 1400  W1 X 1/8DZ-FG 225/2.0/2.0/3202/FG10 RMK PCPN VRY LGT UNOFF
2005/12/11 14:22:40 YVR SP 1421  W1 X 1/8FG /2.3//0000/FG10  UNOFF
2005/12/11 15:02:33 YVR SA 1500  W1 X 1/8FG 224/2.6/2.6/3602/FG10 6007  UNOFF
2005/12/11 16:01:53 YVR SA 1600  W1 X 1/8FG 223/2.1/2.1/1103/FG10  UNOFF
2005/12/11 17:02:23 YVR SA 1700  W1 X 1/8FZFG 224/-0.1/-1.0/1007/FG10  UNOFF
2005/12/11 17:10:43 YVR SP 1710  W1 X 1/4FZFG /-0.1//0907/FG10  UNOFF
2005/12/11 18:02:13 YVR SA 1800  W1 X 1/4FZFG 225/-0.1/-0.1/1603/FG10 5001  UNOFF
2005/12/11 19:02:08 YVR SA 1900  W1 X 1/4FG 225/1.1/1.1/0000/FG10  UNOFF
2005/12/11 19:47:02 YVR SP 1945  -X 1/4FG /1.7//0000/FG8  UNOFF
2005/12/11 20:00:35 YVR SA 2000  W3 X 1/2FG 225/1.9/1.9/2002/FG10  UNOFF
2005/12/11 20:32:35 YVR SP 2030  -X M5 BKN 1FG /2.2//3503/FG6ST2  UNOFF
2005/12/11 21:05:07 YVR SA 2100  -X M4 BKN 1FG 220/2.5/2.5/0303/FG7ST1 0005  UNOFF
2005/12/11 21:32:02 YVR SP 2130  -X 4 SCT M220 BKN 3FG /2.8//0904/FG4ST1CI1  UNOFF
2005/12/11 21:45:22 YVR SP 2144  3 SCT 220 -BKN 15 /2.9//1103/ST4CI1 RMK VIS LWR W-NW UNOFF
2005/12/11 22:02:35 YVR SA 2200  9 FEW 220 -BKN 20 216/3.8/3.7/1204/ST2CI2  UNOFF
2005/12/11 23:00:54 YVR SA 2300  25 FEW 240 -BKN 30 214/4.5/3.8/1505/SC1CI3  UNOFF

2005/12/12 00:02:49 YVR SA 0000  90 FEW 240 -BKN 30 212/4.0/2.9/1409/AC1CI2 6008  UNOFF
2005/12/12 01:01:32 YVR SA 0100  40 FEW 240 -SCT 30 218/3.2/2.5/3302/SC2CI1  UNOFF
2005/12/12 02:03:11 YVR SA 0200  240 FEW 30 220/2.3/1.6/3604/CI2  UNOFF
2005/12/12 02:57:19 YVR SP 0255  M12 BKN 240 BKN 12 /2.0//3404/SC6CI2  UNOFF
2005/12/12 03:01:41 YVR SA 0300  M12 BKN 240 BKN 12 223/2.3/1.8/3503/SC6CI3 2011  UNOFF
2005/12/12 03:55:12 YVR SP 0353  12 SCT E240 BKN 12MIFG /1.5//0204/SC5CI2  UNOFF
2005/12/12 04:01:06 YVR SA 0400  13 SCT E240 BKN 12MIFG 223/1.5/1.2/0204/SC5CI2  UNOFF
2005/12/12 05:01:05 YVR SA 0500  15 SCT M220 BKN 8MIFG 223/1.1/0.7/0902/SC5CI4  UNOFF
2005/12/12 05:31:31 YVR SP 0530  M17 BKN 220 OVC 8 /1.5//0203/SC7CI3 RMK BR UNOFF
2005/12/12 06:02:12 YVR SA 0600  M17 BKN 220 OVC 8 225/2.1/1.9/0302/SC9CI1 5002 RMK BR UNOFF
2005/12/12 07:01:20 YVR SA 0700  M16 BKN 220 OVC 8 223/2.3/1.8/1203/SC9CI1 RMK BR UNOFF
2005/12/12 07:57:07 YVR SP 0755  M16 BKN 220 OVC 6FG /2.6//1105/SC9CI1  UNOFF
2005/12/12 08:01:15 YVR SA 0800  M16 BKN 220 OVC 6FG 221/2.8/2.4/1105/SC9CI1  UNOFF
2005/12/12 08:48:22 YVR SP 0847  M15 BKN 220 OVC 5FG /2.4//1104/SC9CI1  UNOFF
2005/12/12 09:01:56 YVR SA 0900  M15 BKN 220 OVC 4FG 218/2.7/2.5/1204/SC9CI1 7007  UNOFF
2005/12/12 09:01:56 YVR SA 0900  M15 BKN 220 OVC 4FG 218/2.7/2.5/1204/SC9CI1 0007  UNOFF
2005/12/12 09:35:38 YVR SP 0934  M17 OVC 4FG /3.1//1103/SC10  UNOFF
2005/12/12 10:01:10 YVR SA 1000  M17 OVC 4FG 216/2.8/2.6/0903/SC10  UNOFF
2005/12/12 11:01:19 YVR SA 1100  M19 OVC 4FG 213/3.2/2.6/1105/SC10  UNOFF
2005/12/12 12:02:24 YVR SA 1200  M16 OVC 4FG 207/3.1/2.6/1205/SC10 7011  UNOFF
2005/12/12 13:01:16 YVR SA 1300  M18 OVC 4FG 205/3.0/2.5/1105/SC10  UNOFF
2005/12/12 14:01:48 YVR SA 1400  M17 OVC 4DZ-FG 209/2.8/2.4/1202/SC10 RMK PCPN VRY LGT UNOFF
2005/12/12 14:47:06 YVR SP 1445  M15 OVC 6DZ-FG /2.9//1205/SC10  UNOFF
2005/12/12 15:02:26 YVR SA 1500  M16 OVC 6DZ-FG 206/2.9/2.3/1205/SC10 0001  UNOFF
2005/12/12 15:19:57 YVR SP 1518  14 SCT M17 OVC 4DZ-FG /2.8//0904/ST5SC5  UNOFF
2005/12/12 15:55:22 YVR SP 1554  14 FEW M16 OVC 3DZ-FG /2.9//1305/ST3SC7  UNOFF
2005/12/12 16:01:40 YVR SA 1600  M16 OVC 3DZ-FG 204/2.9/2.3/1205/SC10  UNOFF
2005/12/12 16:10:26 YVR SP 1609  M13 BKN 16 OVC 21/2DZ-FG /2.9//1105/SC6SC4  UNOFF
2005/12/12 17:01:46 YVR SA 1700  10 FEW M13 OVC 21/4DZ-FG 205/2.8/2.4/1106/ST3SC7  UNOFF
2005/12/12 17:56:20 YVR SP 1754  5 FEW M13 OVC 3DZ-FG /3.1//1007/SF3SC7  UNOFF
2005/12/12 18:01:10 YVR SA 1800  5 FEW M13 OVC 4DZ-FG 208/3.3/2.6/1007/SF2SC8 5002  UNOFF
2005/12/12 19:01:34 YVR SA 1900  6 FEW M12 OVC 4DZ-FG 206/3.4/3.0/1108/ST3SC7  UNOFF
2005/12/12 19:25:59 YVR SP 1924  6 FEW M11 OVC 3DZ-FG /3.4//1207/ST3SC7  UNOFF
2005/12/12 19:57:39 YVR SP 1956  M8 BKN 12 OVC 3FG /3.5//1006/ST6SC4  UNOFF
2005/12/12 20:01:14 YVR SA 2000  M8 BKN 12 OVC 3FG 203/3.5/3.0/1006/ST6SC4  UNOFF
2005/12/12 20:06:02 YVR SP 2005  7 FEW M10 OVC 21/2FG /3.6//1006/ST3SC7  UNOFF
2005/12/12 20:33:14 YVR SP 2032  7 FEW M10 OVC 21/2RA-FG /3.7//1204/ST3SC7  UNOFF
2005/12/12 20:41:32 YVR SP 2040  5 SCT M9 OVC 21/2SHRA-FG /3.8//1204/ST4SC6  UNOFF
2005/12/12 21:01:58 YVR SA 2100  6 SCT M13 BKN 18 OVC 21/2SHRA-FG 203/3.8/3.3/1202/ST4SC4SC2 7005 RMK PCPN VRY LGT UNOFF
2005/12/12 22:01:26 YVR SA 2200  9 SCT M17 OVC 21/2SHRA-FG 201/4.1/3.5/1602/SC5SC5 RMK PCPN VRY LGT UNOFF
2005/12/12 22:17:04 YVR SP 2216  9 FEW M15 BKN 18 OVC 21/2FG /4.1//1902/SF3SC5SC2  UNOFF
2005/12/12 22:27:05 YVR SP 2225  9 FEW M14 BKN 18 OVC 21/2SHRA-FG /4.3//2203/SF3SC5SC2  UNOFF
2005/12/12 22:35:24 YVR SP 2234  9 FEW M12 BKN 16 OVC 4SHRA-FG /4.3//2203/SF3SC5SC2 RMK VIS N QUAD 3 UNOFF
2005/12/12 22:56:53 YVR SP 2256  M7 BKN 13 OVC 5SHRA-FG /4.3//2203/SC7SC3  UNOFF
2005/12/12 23:01:10 YVR SA 2300  M7 BKN 13 OVC 5SHRA-FG 203/4.3/3.7/2103/SC7SC3  UNOFF
2005/12/12 23:06:40 YVR SP 2305  7 SCT M13 OVC 5FG /4.3//2003/SC5SC5  UNOFF

2005/12/13 00:01:06 YVR SA 0000  8 FEW M15 BKN 110 OVC 8PRFG 202/4.3/3.8/2408/SF3SC5AC1 5001 RMK F BNK NW - NE QUAD VIS 3 SM UNOFF
2005/12/13 00:31:21 YVR SP 0030  8 FEW M15 OVC 12 /4.8//2808/SF3SC6  UNOFF
2005/12/13 01:01:14 YVR SA 0100  17 SCT M23 BKN 15 200/5.1/3.8/2912/SF4SC5  UNOFF
2005/12/13 02:01:14 YVR SA 0200  22 -BKN 15 200/5.1/3.8/2916/SC5  UNOFF
2005/12/13 03:01:07 YVR SA 0300  M22 BKN 15 201/5.3/3.9/3210/SC7 5001  UNOFF
2005/12/13 04:01:13 YVR SA 0400  18 FEW 15 204/4.2/2.1/3407/SC3  UNOFF
2005/12/13 05:01:16 YVR SA 0500  M21 BKN 120 BKN 15 212/3.3/2.4/0403/SC7AC2  UNOFF
2005/12/13 06:02:28 YVR SA 0600  M23 BKN 15 221/3.7/2.9/0000/SC9 2020 RMK BR UNOFF
2005/12/13 07:01:01 YVR SA 0700  M21 BKN 10 231/3.0/2.4/0805/SC9 RMK BR UNOFF
2005/12/13 08:01:23 YVR SA 0800  M30 BKN 15 235/2.4/1.7/0000/SC6 RMK BR UNOFF
2005/12/13 08:50:03 YVR SP 0848  M30 BKN 15 /1.3//0405/SC9  UNOFF
2005/12/13 08:51:42 YVR SP 0849  30 SCT 15 /1.9//0405/SC4  UNOFF
2005/12/13 09:01:43 YVR SA 0900  30 FEW 15 240/0.8/0.1/0505/SC3 1019  UNOFF
2005/12/13 10:01:13 YVR SA 1000  30 FEW 120 FEW 15 245/0.6/0.0/0000/SC1AC2  UNOFF
2005/12/13 10:47:54 YVR SP 1046  M37 BKN 15MIFG /-0.4//0000/SC7  UNOFF
2005/12/13 11:01:23 YVR SA 1100  M35 BKN 15MIFG 253/0.0/-0.2/2602/SC8 RMK FROIN UNOFF
2005/12/13 11:46:50 YVR SP 1145  M33 BKN 15 /0.8//0907/SC9  UNOFF
2005/12/13 12:02:23 YVR SA 1200  M33 BKN 15 257/1.1/0.7/0904/SC9 2017 RMK FROIN UNOFF
2005/12/13 13:01:26 YVR SA 1300  M32 OVC 15 261/1.8/1.2/0902/SC10  UNOFF
2005/12/13 14:01:12 YVR SA 1400  18 FEW M30 OVC 15 267/2.0/1.3/1103/ST1SC9  UNOFF
2005/12/13 14:42:02 YVR SP 1440  19 FEW M31 OVC 15SHRA- /2.3//1106/SC3SC7  UNOFF
2005/12/13 14:55:02 YVR SP 1453  33 FEW M40 OVC 15DZ- /2.3//1106/SC3SC7 RMK PCPN VRY LGT UNOFF
2005/12/13 15:01:49 YVR SA 1500  20 SCT M35 OVC 15DZ- 271/2.4/1.5/0000/SC4SC6 2014 RMK PCPN VRY LGT UNOFF
2005/12/13 15:19:39 YVR SP 1518  20 SCT M40 OVC 15 /2.6//0000/SC4SC6  UNOFF
2005/12/13 16:00:57 YVR SA 1600  20 SCT M38 OVC 15 277/2.3/1.5/0903/SC4SC6  UNOFF
2005/12/13 17:01:10 YVR SA 1700  20 FEW M38 OVC 15 284/3.0/2.1/1102/SC3SC6  UNOFF
2005/12/13 18:02:03 YVR SA 1800  20 FEW M45 OVC 15 291/3.8/2.5/0906/SC3SC6 2020  UNOFF
2005/12/13 19:01:00 YVR SA 1900  20 FEW M44 OVC 15 295/4.5/2.8/1005/SC3SC6  UNOFF
2005/12/13 20:01:08 YVR SA 2000  20 FEW M49 BKN 15 297/5.2/2.8/1402/SC3SC5  UNOFF
2005/12/13 21:02:26 YVR SA 2100  25 FEW 45 -SCT 15 295/6.3/3.2/0000/CU2SC1 0004  UNOFF
2005/12/13 22:03:20 YVR SA 2200  25 -FEW 45 -SCT 15 295/5.9/3.4/2805/CU2SC1  UNOFF
2005/12/13 23:02:46 YVR SA 2300  21 FEW 40 -FEW 220 -SCT 15 297/5.3/2.3/3103/CF1SC1CI1  UNOFF

2005/12/14 00:01:39 YVR SA 0000  25 FEW 35 -FEW 15 299/4.4/1.4/2703/CF1SC1 2004  UNOFF
2005/12/14 01:01:07 YVR SA 0100  25 FEW 220 -FEW 15 301/4.0/1.5/3003/SC2CI0  UNOFF
2005/12/14 02:01:04 YVR SA 0200  25 FEW 220 FEW 15 300/2.8/0.9/0000/SC1CI1  UNOFF
2005/12/14 03:03:01 YVR SA 0300  220 FEW 15 302/1.8/0.7/0903/CI1 2003  UNOFF
2005/12/14 03:22:48 YVR SP 0321  220 FEW 15MIFG /2.1//0803/CI1  UNOFF
2005/12/14 04:01:11 YVR SA 0400  220 FEW 15MIFG 302/1.6/0.8/0802/CI1  UNOFF
2005/12/14 05:01:09 YVR SA 0500  220 FEW 15MIFG 306/1.4/1.2/0102/CI1  UNOFF
2005/12/14 06:02:21 YVR SA 0600  220 FEW 15MIFG 310/0.8/0.1/3502/CI1 5008  UNOFF
2005/12/14 07:01:30 YVR SA 0700  220 FEW 15MIFG 313/-0.2/-0.5/0000/CI1 RMK FROIN UNOFF
2005/12/14 08:01:12 YVR SA 0800  220 FEW 15MIFG 315/-0.7/-1.3/0000/CI1 RMK FROIN UNOFF
2005/12/14 09:01:40 YVR SA 0900  220 FEW 15MIFG 312/-0.3/-0.7/0902/CI1 1002 RMK FROIN UNOFF
2005/12/14 10:01:19 YVR SA 1000  220 -FEW 15MIFG 314/-1.7/-2.1/0000/CI2 RMK FROIN UNOFF
2005/12/14 10:41:24 YVR SP 1039  45 SCT 15 /-1.8//0000/SC4  UNOFF
2005/12/14 11:01:03 YVR SA 1100  46 -BKN 15 314/-1.5/-2.4/1302/SC5 RMK FROIN UNOFF
2005/12/14 12:02:27 YVR SA 1200  45 FEW 250 -BKN 15 311/0.0/-1.8/0902/SC3CS2 0001 RMK FROIN UNOFF
2005/12/14 13:01:37 YVR SA 1300  45 FEW 250 -BKN 15MIFG 311/-1.4/-2.0/1104/SC1CS3  UNOFF
2005/12/14 13:02:27 YVR SA 1300  45 FEW 250 -BKN 15MIFG 311/-1.4/-2.0/1104/SC1CS3 RMK FROIN UNOFF
2005/12/14 14:01:20 YVR SA 1400  250 -BKN 15MIFG 309/-2.1/-2.4/0202/CS3 RMK FROIN UNOFF
2005/12/14 14:23:44 YVR SP 1421  250 -BKN 15 /-1.9//0203/CS3  UNOFF
2005/12/14 15:01:58 YVR SA 1500  250 SCT 15 306/-1.5/-2.4/3602/CS4 0005 RMK FROIN UNOFF
2005/12/14 16:02:08 YVR SA 1600  95 SCT 30 303/-1.6/-3.0/0000/AS4 RMK FROIN UNOFF
2005/12/14 17:02:52 YVR SA 1700  100 FEW 220 -OVC 20 306/0.2/-1.4/1403/AC1CI3 RMK TR AC UNOFF
2005/12/14 18:03:27 YVR SA 1800  100 FEW 220 -OVC 20 307/1.5/-1.4/1603/AC1CI4 5001 RMK TR AC UNOFF
2005/12/14 19:04:07 YVR SA 1900  150 FEW 240 -OVC 20 305/3.0/-0.5/1604/AS2CI3  UNOFF
2005/12/14 20:03:00 YVR SA 2000  170 FEW M240 OVC 20 300/3.3/-0.7/1302/AS3CS3  UNOFF
2005/12/14 21:03:09 YVR SA 2100  120 FEW 180 SCT M240 OVC 20 294/4.8/-0.9/2004/AC2AS2CS2 0013  UNOFF
2005/12/14 22:02:57 YVR SA 2200  170 FEW 230 -OVC 20 289/4.6/-0.8/0000/AC3CS2  UNOFF
2005/12/14 23:00:54 YVR SA 2300  150 FEW 210 -BKN 20 286/4.1/-1.7/2806/AC1CI2  UNOFF

2005/12/15 00:01:39 YVR SA 0000  150 FEW 210 -BKN 20 284/4.4/-0.2/3606/AC1CI1 6010  UNOFF
2005/12/15 01:01:23 YVR SA 0100  160 FEW 210 -SCT 20 284/2.0/-2.4/3604/AC1CI1  UNOFF
2005/12/15 02:02:49 YVR SA 0200  140 FEW 200 -FEW 20 280/1.3/-3.1/3603/AC1CI1  UNOFF
2005/12/15 03:02:42 YVR SA 0300  140 FEW 210 FEW 20 280/0.7/-2.1/0403/AC1CI1 7004  UNOFF
2005/12/15 04:01:10 YVR SA 0400  140 FEW 220 FEW 20 277/0.6/-1.5/0702/AC1CI1  UNOFF
2005/12/15 05:01:45 YVR SA 0500  140 FEW 210 FEW 20 275/0.0/-1.3/0000/AC1CI1  UNOFF
2005/12/15 06:01:19 YVR SA 0600  220 FEW 20 275/-1.1/-2.4/0702/CI1 6005  UNOFF
2005/12/15 07:02:02 YVR SA 0700  220 FEW 20 272/-0.3/-1.5/1802/CI1  UNOFF
2005/12/15 08:01:24 YVR SA 0800  220 FEW 20 269/-2.4/-3.2/1105/CI1  UNOFF
2005/12/15 09:01:14 YVR SA 0900  220 FEW 15 267/-2.9/-3.8/0904/CI1 7008 RMK FROIN UNOFF
2005/12/15 10:01:19 YVR SA 1000  210 FEW 15MIFG 265/-1.8/-2.3/1002/CI2  UNOFF
2005/12/15 11:01:13 YVR SA 1100  220 SCT 15MIFG 265/-3.2/-3.5/0102/CI4  UNOFF
2005/12/15 12:01:03 YVR SA 1200  M220 BKN 15MIFG 261/-2.9/-3.2/0000/CI6 0006  UNOFF
2005/12/15 12:01:45 YVR SA 1200  M220 BKN 15MIFG 261/-2.9/-3.2/0000/CI6 0006 RMK FROIN UNOFF
2005/12/15 13:01:09 YVR SA 1300  160 SCT M220 BKN 15MIFG 257/-1.3/-2.0/1205/AC4CI4  UNOFF
2005/12/15 14:01:07 YVR SA 1400  160 SCT 210 -BKN 15 254/-2.2/-3.0/1106/AC4CI1  UNOFF
2005/12/15 15:02:43 YVR SA 1500  160 -BKN M210 OVC 15 249/-1.9/-2.6/1106/AS5CI2 7012  UNOFF
2005/12/15 16:03:37 YVR SA 1600  120 FEW 140 -BKN M210 OVC 15 247/-1.3/-2.0/0903/AC1AS4CI2  UNOFF
2005/12/15 17:01:06 YVR SA 1700  140 FEW 210 -BKN 20 247/-0.6/-1.8/0903/AS2CS2  UNOFF
2005/12/15 18:02:56 YVR SA 1800  210 -SCT 20 246/0.5/-1.4/1002/CS2 7003  UNOFF
2005/12/15 19:02:39 YVR SA 1900  210 FEW 20 244/3.3/-1.2/0000/CI2  UNOFF
2005/12/15 20:01:39 YVR SA 2000  210 FEW 20 240/3.3/-0.4/2703/CI2  UNOFF
2005/12/15 21:04:38 YVR SA 2100  150 FEW 210 FEW 20 229/4.4/1.0/3008/AC1CI1 0017  UNOFF
2005/12/15 22:06:01 YVR SA 2200  150 FEW 210 FEW 20 222/4.6/1.9/3009/AC1CI1 RMK TR AC TR CI UNOFF
2005/12/15 23:01:56 YVR SA 2300  CLR 30 219/4.3/1.0/3008/  UNOFF

2005/12/16 00:01:06 YVR SA 0000  CLR 30 217/2.9/0.3/3205/ 6012  UNOFF
2005/12/16 01:01:12 YVR SA 0100  CLR 30 215/3.0/0.9/3503/  UNOFF
2005/12/16 02:02:22 YVR SA 0200  CLR 30 213/1.1/-0.7/1004/  UNOFF
2005/12/16 03:01:24 YVR SA 0300  CLR 30 210/1.2/-0.5/1003/ 7007  UNOFF
2005/12/16 04:00:45 YVR SA 0400  CLR 30 212/0.1/-0.7/0904/  UNOFF
2005/12/16 05:02:02 YVR SA 0500  CLR 30 212/-1.0/-2.2/0906/  UNOFF
2005/12/16 06:01:56 YVR SA 0600  CLR 20 212/-1.2/-2.7/3303/ 1002  UNOFF
2005/12/16 07:01:15 YVR SA 0700  CLR 20 212/-1.2/-1.6/0202/  UNOFF
2005/12/16 08:03:14 YVR SA 0800  CLR 20 208/-1.5/-2.0/0000/  UNOFF
2005/12/16 09:01:14 YVR SA 0900  CLR 15 204/-1.8/-2.1/0000/ 0008  UNOFF
2005/12/16 10:01:00 YVR SA 1000  CLR 15MIFG 202/-3.0/-3.0/0000/  UNOFF
2005/12/16 11:00:52 YVR SA 1100  CLR 15MIFG 202/-3.0/-3.2/0903/  UNOFF
2005/12/16 12:01:29 YVR SA 1200  CLR 15 196/-2.3/-2.3/1203/ 0008  UNOFF
2005/12/16 13:01:11 YVR SA 1300  CLR 15 194/-3.4/-3.7/1005/ RMK FROIN UNOFF
2005/12/16 14:01:33 YVR SA 1400  CLR 15 191/-3.0/-3.1/0904/  UNOFF
2005/12/16 15:03:15 YVR SA 1500  CLR 15 187/-2.9/-3.4/0904/ 0009  UNOFF
2005/12/16 16:02:14 YVR SA 1600  220 FEW 15 188/-3.4/-4.0/0905/CI1 RMK TR CI VIS LWR W UNOFF
2005/12/16 17:01:44 YVR SA 1700  220 FEW 15 192/-1.5/-2.3/0000/CI1 RMK TR CI VIS LWR W UNOFF
2005/12/16 18:03:26 YVR SA 1800  220 FEW 15 189/0.3/-1.2/0000/CI1 0002 RMK VIS LWR W UNOFF
2005/12/16 19:04:19 YVR SA 1900  220 FEW 15 185/3.9/0.8/1503/CI1  UNOFF
2005/12/16 20:01:49 YVR SA 2000  220 FEW 15 180/4.8/1.1/1902/CI1  UNOFF
2005/12/16 21:03:26 YVR SA 2100  220 FEW 15 170/5.8/1.3/2403/CI1 0019  UNOFF
2005/12/16 22:02:09 YVR SA 2200  220 FEW 15 163/4.8/2.0/2904/CI1  UNOFF
2005/12/16 23:02:49 YVR SA 2300  220 -FEW 20 161/4.4/2.1/2904/CI1  UNOFF

2005/12/17 00:01:47 YVR SA 0000  220 FEW 20 159/3.1/1.2/3303/CI1 6011  UNOFF
2005/12/17 01:02:13 YVR SA 0100  220 -FEW 20 158/2.6/1.0/0000/CI1  UNOFF
2005/12/17 02:01:11 YVR SA 0200  220 -FEW 20 159/1.4/0.4/0000/CI1  UNOFF
2005/12/17 03:02:32 YVR SA 0300  220 -FEW 20 159/1.3/0.4/0000/CI1 5000  UNOFF
2005/12/17 04:01:24 YVR SA 0400  CLR 20 158/1.0/-0.2/0803/  UNOFF
2005/12/17 05:02:29 YVR SA 0500  220 FEW 20 157/1.6/0.1/1104/CI1  UNOFF
2005/12/17 06:01:02 YVR SA 0600  200 FEW 20 157/0.8/0.2/0000/CI1 6002  UNOFF
2005/12/17 07:01:48 YVR SA 0700  200 FEW 20 158/-0.2/-0.7/1002/CI1  UNOFF
2005/12/17 08:02:04 YVR SA 0800  210 FEW 20 157/-1.2/-2.1/3602/CI1  UNOFF
2005/12/17 09:02:19 YVR SA 0900  210 FEW 15MIFG 156/-1.5/-1.7/0000/CI1 0001  UNOFF
2005/12/17 10:01:01 YVR SA 1000  200 FEW 15MIFG 160/-1.4/-1.4/0000/CI1  UNOFF
2005/12/17 11:02:00 YVR SA 1100  CLR 15MIFG 163/-2.1/-2.3/0000/  UNOFF
2005/12/17 12:01:16 YVR SA 1200  CLR 15MIFG 166/-2.1/-2.1/0803/ 2010  UNOFF
2005/12/17 13:02:07 YVR SA 1300  CLR 15 170/-1.8/-2.0/0903/  UNOFF
2005/12/17 13:06:12 YVR SA 1300  CLR 15 170/-1.8/-2.0/0903/ RMK FROIN UNOFF
2005/12/17 14:01:37 YVR SA 1400  CLR 15 174/-2.5/-2.9/1006/  UNOFF
2005/12/17 15:02:45 YVR SA 1500  CLR 15 176/-2.1/-2.4/1005/ 1010  UNOFF
2005/12/17 16:02:55 YVR SA 1600  CLR 15 179/-3.4/-3.6/0804/ RMK VIS LWR NW UNOFF
2005/12/17 17:02:14 YVR SA 1700  CLR 15 187/-0.9/-1.3/0903/  UNOFF
2005/12/17 18:02:53 YVR SA 1800  CLR 15 195/1.7/0.3/0000/ 5019  UNOFF
2005/12/17 19:01:03 YVR SA 1900  CLR 20 198/4.5/1.7/0000/  UNOFF
2005/12/17 20:04:29 YVR SA 2000  CLR 20 196/5.6/-1.4/0704/  UNOFF
2005/12/17 21:02:39 YVR SA 2100  CLR 20 194/6.3/-2.0/1107/ 0001  UNOFF
2005/12/17 22:02:13 YVR SA 2200  CLR 20 190/6.6/-1.5/1304/  UNOFF
2005/12/17 23:02:21 YVR SA 2300  CLR 20 189/6.4/-1.5/1105/  UNOFF

2005/12/18 00:02:03 YVR SA 0000  CLR 20 189/5.9/-2.9/1402/ 6005  UNOFF
2005/12/18 01:02:30 YVR SA 0100  CLR 20 191/3.3/-2.9/3604/  UNOFF
2005/12/18 02:02:21 YVR SA 0200  CLR 20 191/0.5/-2.5/3602/  UNOFF
2005/12/18 03:02:43 YVR SA 0300  CLR 20 191/2.1/-1.7/1102/ 1002  UNOFF
2005/12/18 04:01:20 YVR SA 0400  CLR 20 193/-0.4/-2.1/1104/  UNOFF
2005/12/18 05:01:13 YVR SA 0500  CLR 20 198/-1.0/-2.1/1105/  UNOFF
2005/12/18 06:01:11 YVR SA 0600  CLR 20 204/-2.5/-3.4/0402/ 5013  UNOFF
2005/12/18 07:01:07 YVR SA 0700  CLR 20MIFG 208/-1.6/-2.2/0000/  UNOFF
2005/12/18 08:01:08 YVR SA 0800  CLR 20 207/-0.9/-1.8/0000/  UNOFF
2005/12/18 09:01:26 YVR SA 0900  CLR 20MIFG 207/-2.4/-2.7/1004/ 0003  UNOFF
2005/12/18 10:01:00 YVR SA 1000  CLR 20MIFG 209/-2.8/-3.7/0000/  UNOFF
2005/12/18 11:02:46 YVR SA 1100  CLR 20MIFG 207/-3.5/-4.5/0802/  UNOFF
2005/12/18 12:02:21 YVR SA 1200  CLR 20 205/-3.3/-4.1/1002/ 0002  UNOFF
2005/12/18 12:04:28 YVR SA 1200  CLR 20 205/-3.3/-4.1/1002/ 0002 RMK FROIN UNOFF
2005/12/18 13:01:35 YVR SA 1300  CLR 15 200/-4.3/-4.9/0804/  UNOFF
