2005/04/05 00:04:42 YVR SA 0000  44 SCT E80 BKN 15 193/11.5/-0.1/1805/SC5AC1 2005 RMK TCU EMBD UNOFF
2005/04/05 01:04:38 YVR SA 0100  45 FEW 80 FEW 15 198/10.8/0.8/1410/TCU2AC1 RMK SH DIST N UNOFF
2005/04/05 02:01:12 YVR SA 0200  45 FEW 80 -SCT 200 -BKN 15 200/9.8/2.9/1610/SC1AC1CI1 RMK SH DIST NE UNOFF
2005/04/05 03:01:24 YVR SA 0300  37 FEW 80 -SCT 220 -BKN 15 206/8.6/3.0/1410/SC1AC1CI0 5013 RMK SH DIST N UNOFF
2005/05/28 07:01:38 YVR SA 0700  CLR 30 076/18.0/13.2/2602/  UNOFF
2005/05/28 08:00:59 YVR SA 0800  CLR 30 077/15.9/13.2/3603/  UNOFF
2005/05/28 09:01:55 YVR SA 0900  CLR 30 078/16.2/12.8/0000/ 2003  UNOFF
2005/05/28 10:01:40 YVR SA 1000  CLR 30 083/15.7/11.3/3002/  UNOFF
2005/05/28 11:01:02 YVR SA 1100  CLR 30 084/17.0/11.8/2803/  UNOFF
2005/05/28 12:00:53 YVR SA 1200  CLR 30 086/14.6/9.4/2905/ 1008  UNOFF
2005/05/28 13:01:03 YVR SA 1300  240 FEW 30 084/14.8/10.5/3206/CI1  UNOFF
2005/05/28 14:01:01 YVR SA 1400  240 -FEW 30 089/17.3/13.6/2903/CI0  UNOFF
2005/05/28 15:00:52 YVR SA 1500  240 -FEW 30 092/17.9/14.8/3010/CI0 5006  UNOFF
2005/05/28 16:02:01 YVR SA 1600  CLR 30 093/18.8/14.3/2908/  UNOFF
2005/05/28 17:03:39 YVR SA 1700  CLR 30 092/20.1/14.7/2808/  UNOFF
2005/05/28 18:00:56 YVR SA 1800  CLR 30 089/20.1/14.5/2909/ 7003  UNOFF
2005/05/28 19:02:44 YVR SA 1900  CLR 30 086/21.1/15.6/2908/  UNOFF
2005/05/28 20:01:34 YVR SA 2000  CLR 30 082/22.1/14.5/3009/  UNOFF
2005/05/28 21:00:55 YVR SA 2100  CLR 30 079/22.6/15.0/2907/ 0010  UNOFF
2005/05/28 22:00:49 YVR SA 2200  CLR 30 076/23.5/15.2/3005/  UNOFF
2005/05/28 23:00:58 YVR SA 2300  220 -FEW 30 072/23.4/12.4/2606/CI0  UNOFF

2005/05/29 00:01:53 YVR SA 0000  50 -FEW 220 -FEW 30 067/23.2/14.2/3007/CU0CI0 7012  UNOFF
2005/05/29 01:00:52 YVR SA 0100  50 -FEW 220 -FEW 30 061/23.3/14.4/2406/TCU0CI0  UNOFF
2005/05/29 02:01:50 YVR SA 0200  220 FEW 30 060/23.3/12.2/1902/CI1 RMK TCU TOP E UNOFF
2005/05/29 03:04:35 YVR SA 0300  220 FEW 30 060/23.2/11.5/1906/CI1 6007 RMK TCU TOPS E UNOFF
2005/05/29 04:02:31 YVR SA 0400  220 FEW 30 064/21.6/11.0/1209/CI1  UNOFF
2005/05/29 05:01:10 YVR SA 0500  220 FEW 30 073/18.4/12.2/1011/CI1  UNOFF
2005/05/29 06:01:51 YVR SA 0600  CLR 20 078/17.0/12.2/1110/ 1018  UNOFF
2005/05/29 07:02:21 YVR SA 0700  CLR 20 085/15.3/11.5/0910/  UNOFF
2005/05/29 08:04:00 YVR SA 0800  CLR 20 093/17.0/11.4/1411/  UNOFF
2005/05/29 09:03:17 YVR SA 0900  CLR 20 100/15.4/10.9/1118/ 2022  UNOFF
2005/05/29 10:00:52 YVR SA 1000  CLR 20 107/15.8/11.2/1112G17/  UNOFF
2005/05/29 11:03:08 YVR SA 1100  220 FEW 20 115/15.1/11.3/1013/CI1  UNOFF
2005/05/29 12:05:01 YVR SA 1200  20 FEW 220 FEW 20 120/14.5/11.0/1013G18/SC1CI1 2020  UNOFF
2005/05/29 13:01:37 YVR SA 1300  17 SCT 220 SCT 20 127/14.2/11.3/1014/SC4CI1  UNOFF
2005/05/29 14:00:55 YVR SA 1400  17 -FEW 220 -FEW 20 133/14.5/11.1/1114/SC1CI0  UNOFF
2005/05/29 15:02:34 YVR SA 1500  15 FEW 20 -FEW 220 -SCT 20 140/15.5/11.5/1114/CF1SC1CI1 5020  UNOFF
2005/05/29 16:07:59 YVR SA 1600  M17 BKN 220 BKN 20 145/16.0/11.2/1212G17/SC6CI1  UNOFF
2005/05/29 17:02:44 YVR SA 1700  17 -SCT 220 -BKN 20 145/17.1/11.9/1213/SC3CI1  UNOFF
2005/05/29 18:00:57 YVR SA 1800  M21 BKN 220 BKN 20 145/16.8/11.3/1213/SC6CI0 1005  UNOFF
2005/05/29 19:02:23 YVR SA 1900  M21 BKN 20 146/17.7/11.9/1310/SC8  UNOFF
2005/05/29 20:00:55 YVR SA 2000  20 FEW 220 -SCT 20 145/18.6/12.3/1606/CU3CI0  UNOFF
2005/05/29 21:01:07 YVR SA 2100  20 FEW 220 -FEW 20 142/19.3/12.7/1206/CU2CI0 0003  UNOFF
2005/05/29 22:00:47 YVR SA 2200  20 FEW 220 -FEW 15 140/19.2/12.4/1308/CF1CI1  UNOFF
2005/05/29 23:00:59 YVR SA 2300  25 FEW 220 -FEW 15 137/19.9/12.5/1506/CF1CI1  UNOFF

2005/05/30 00:01:05 YVR SA 0000  25 FEW 220 -FEW 15 135/19.8/12.2/1907/CU1CI1 7007  UNOFF
2005/05/30 01:01:07 YVR SA 0100  25 FEW 30 FEW 220 -FEW 15 135/19.7/12.0/1708/CF1SC1CI1 RMK TR CF UNOFF
2005/05/30 02:04:04 YVR SA 0200  30 FEW 220 -SCT 15 140/18.7/12.0/1212/SC1CI1  UNOFF
2005/05/30 03:04:16 YVR SA 0300  30 FEW 220 -SCT 15 144/17.6/12.2/1009/SC1CI1 5009  UNOFF
2005/05/30 04:01:45 YVR SA 0400  30 FEW 220 -BKN 15 145/16.4/11.8/1012/SC1CI2  UNOFF
2005/05/30 05:01:27 YVR SA 0500  30 FEW 220 -BKN 15 149/15.2/10.9/0912/SC1CI1  UNOFF
2005/05/30 06:01:23 YVR SA 0600  30 FEW 220 -SCT 15 152/15.5/11.4/1212/SC1CI1 5008  UNOFF
2005/05/30 07:01:38 YVR SA 0700  40 FEW 220 -SCT 15 154/14.3/10.9/1009/SC1CI1  UNOFF
2005/05/30 08:01:49 YVR SA 0800  40 FEW 220 -SCT 15 157/14.0/11.4/1010/SC1CI1  UNOFF
2005/05/30 09:01:03 YVR SA 0900  40 FEW 220 -BKN 15 161/13.6/11.0/1008/SC1CI2 5009  UNOFF
2005/05/30 10:05:16 YVR SA 1000  40 FEW 220 -BKN 15 164/13.3/10.8/1007/SC1CI3  UNOFF
2005/05/30 11:02:24 YVR SA 1100  40 FEW 100 FEW 220 -BKN 15 164/12.7/10.5/0908/SC1AC1CI2  UNOFF
2005/05/30 12:04:28 YVR SA 1200  40 FEW 100 FEW 220 -BKN 15 166/12.8/10.5/1009/SC1AC2CI2 5005  UNOFF
2005/05/30 13:01:40 YVR SA 1300  M47 BKN 100 OVC 12 173/13.8/11.0/1111/SC9AC1  UNOFF
2005/05/30 14:00:51 YVR SA 1400  53 SCT 100 -BKN 15 176/14.1/10.9/1108/SC4AC1  UNOFF
2005/05/30 14:50:00 YVR SP 1448  M14 BKN 50 OVC 15 ///1113/SC6SC2  UNOFF
2005/05/30 15:01:11 YVR SA 1500  M12 BKN 50 OVC 15 178/14.3/11.0/1110/SC7SC2 1012  UNOFF
2005/05/30 15:42:19 YVR SP 1541  12 SCT M18 BKN 15 ///1306/SC5SC3  UNOFF
2005/05/30 16:01:31 YVR SA 1600  12 SCT M18 OVC 15 181/15.4/11.0/1409/SC4SC6 RMK VIS N QUAD 12 SM UNOFF
2005/05/30 17:06:47 YVR SA 1700  18 SCT M25 OVC 15 182/16.0/11.6/1407/SC4SC6  UNOFF
2005/05/30 18:01:00 YVR SA 1800  18 FEW M25 OVC 15 182/17.0/12.0/1108/CU3SC7 2004  UNOFF
2005/05/30 19:01:02 YVR SA 1900  20 FEW M25 BKN 15 181/18.0/12.0/1309/CU2SC4  UNOFF
2005/05/30 20:01:05 YVR SA 2000  20 FEW M26 OVC 15 180/17.8/11.7/1108/SC3SC7  UNOFF
2005/05/30 21:00:49 YVR SA 2100  20 FEW 25 SCT M54 BKN 220 OVC 15 180/18.8/11.3/1705/CF1SC3SC3CI2 7002  UNOFF
2005/05/30 22:01:48 YVR SA 2200  25 FEW M29 BKN 220 OVC 15 174/18.7/12.2/1306/CU2SC6CI1  UNOFF
2005/05/30 23:02:35 YVR SA 2300  25 FEW 55 SCT 220 -BKN 15 169/18.8/11.8/1306/CU1SC3CI1  UNOFF

2005/05/31 00:01:03 YVR SA 0000  25 FEW 30 FEW 220 -BKN 15 166/19.4/12.6/1608/CU2SC1CI1 7014  UNOFF
2005/05/31 01:01:33 YVR SA 0100  25 FEW 65 -SCT 220 -BKN 15 162/19.0/12.0/1508/CU1SC2CI1  UNOFF
2005/05/31 02:06:56 YVR SA 0200  25 FEW M62 BKN 15 161/18.4/11.9/1208/SC3SC6  UNOFF
2005/05/31 03:03:51 YVR SA 0300  35 FEW M57 BKN 76 BKN 15 162/17.2/10.7/1407/SC1SC7AC1 5004  UNOFF
2005/05/31 04:00:52 YVR SA 0400  40 FEW M59 BKN 76 BKN 15 161/16.4/10.8/1008/SC1SC6AC1  UNOFF
2005/05/31 05:01:02 YVR SA 0500  M42 BKN 77 OVC 15 161/16.2/10.8/1112/SC8AC2  UNOFF
2005/05/31 06:00:58 YVR SA 0600  M47 BKN 15 159/16.1/9.9/1109/SC8 0003  UNOFF
2005/05/31 07:05:25 YVR SA 0700  M47 BKN 77 OVC 15 155/15.2/9.8/1112/SC8AC2  UNOFF
2005/05/31 08:05:54 YVR SA 0800  M52 BKN 75 OVC 15 153/13.8/9.3/1214/SC8AC2  UNOFF
2005/05/31 09:02:54 YVR SA 0900  M51 BKN 72 OVC 15 153/13.3/9.3/1013/SC8AC2 6006  UNOFF
2005/05/31 10:04:47 YVR SA 1000  M29 BKN 69 OVC 15 154/13.1/9.2/1112/SC8AC2  UNOFF
2005/05/31 11:01:06 YVR SA 1100  M44 BKN 100 OVC 15 154/12.8/9.2/1112/SC8AC2  UNOFF
2005/05/31 12:02:46 YVR SA 1200  M48 BKN 100 OVC 15 152/12.8/9.2/0914/SC8AC2 0001  UNOFF
2005/05/31 12:59:40 YVR SP 1257  M36 BKN 50 OVC 12SHRA- ///1010/SC6SC4  UNOFF
2005/05/31 13:02:28 YVR SA 1300  M36 BKN 52 BKN 100 OVC 12SHRA- 156/12.7/9.7/1009/SC6SC2AC2  UNOFF
2005/05/31 14:01:11 YVR SA 1400  35 FEW M59 BKN 100 OVC 8RA- 154/12.0/10.3/1013/SC3SC4AC3  UNOFF
2005/05/31 14:25:00 YVR SP 1424  M13 BKN 21 BKN 35 OVC 6RA-FG ///1109/SC6SC2SC2 RMK VIS N QUAD 4 SM UNOFF
2005/05/31 14:34:10 YVR SP 1432  M6 BKN 12 BKN 20 OVC 5RA-FG ///1109/SC6SC2SC2 RMK VIS N QUAD 4 SM UNOFF
2005/05/31 14:47:09 YVR SP 1446  6 SCT M13 BKN 20 OVC 5RA-FG ///1411/SC5SC3SC2  UNOFF
2005/05/31 15:02:56 YVR SA 1500  8 SCT 13 SCT M19 OVC 6RA-FG 154/12.3/10.7/1509/SC4SC1SC5 0002 RMK RAG VIS N QUAD 4 SM UNOFF
2005/05/31 15:07:05 YVR SP 1506  7 SCT M14 BKN 19 OVC 5RA-FG ///1508/SC4SC4SC2 RMK VIS N QUAD 4 SM UNOFF
2005/05/31 15:24:45 YVR SP 1523  M8 BKN 14 BKN 19 OVC 5RA-FG ///1707/SC6SC3SC1 RMK VIS N QUAD 4 SM UNOFF
2005/05/31 15:39:35 YVR SP 1538  8 SCT M14 BKN 19 OVC 6RA-FG ///1807/SC5SC3SC2  UNOFF
2005/05/31 15:47:48 YVR SP 1545  8 SCT M16 BKN 21 OVC 6RA-FG ///1807/SC4SC4SC2  UNOFF
2005/05/31 16:00:53 YVR SA 1600  8 FEW M16 BKN 20 OVC 6RA-FG 153/12.7/11.1/1808/SC3SC4SC3 RMK VIS N - NE QUAD 4 SM UNOFF
2005/05/31 16:13:38 YVR SP 1612  8 FEW 16 SCT M35 BKN 50 OVC 7RA-VCFG ///2009/SF2SC2SC4SC2 RMK VIS N - NE QUAD 5 SM UNOFF
2005/05/31 17:01:08 YVR SA 1700  15 FEW M44 BKN 55 OVC 10RA- 154/13.4/11.5/2012/SF2SC5SC3  UNOFF
2005/05/31 18:00:57 YVR SA 1800  10 SCT M41 BKN 55 OVC 12RA- 156/13.5/11.3/1909/CF4SC3SC3 2002  UNOFF
2005/05/31 19:00:51 YVR SA 1900  10 FEW M49 BKN 56 OVC 12RA- 156/13.6/11.0/1907/CF2SC5SC3 RMK PCPN VRY LGT UNOFF
2005/05/31 19:28:46 YVR SP 1927  15 FEW M55 OVC 12 ///1808/CF2SC8  UNOFF
2005/05/31 19:39:01 YVR SP 1937  15 FEW M55 OVC 15SHRA- ///1807/CF2SC8 RMK PCPN VRY LGT / VIS N QUAD 12 SM UNOFF
2005/05/31 20:00:56 YVR SA 2000  20 FEW 55 SCT M62 OVC 15SHRA- 154/14.6/10.5/1807/CU2SC3SC5 RMK PCPN VRY LGT UNOFF
2005/05/31 21:00:57 YVR SA 2100  15 FEW 20 SCT M44 OVC 15SHRA- 155/14.5/10.7/1508/CF1CU3SC6 0001  UNOFF
2005/05/31 21:01:53 YVR SA 2100  15 FEW 20 SCT M44 OVC 15SHRA- 155/14.5/10.7/1508/CF1CU3SC6 5001  UNOFF
Warning: at line 1655: duplicated data: prev hr = 13 PST  current hr = 13 PST
2005/05/31 22:02:55 YVR SA 2200  M13 BKN 41 OVC 15SHRA- 154/14.5/11.8/1407/SC6SC4 RMK PCPN VRY LGT UNOFF
2005/05/31 22:17:30 YVR SP 2216  M15 BKN 37 OVC 6SHRA- ///1507/SC6SC4 RMK VIS NE QUAD LWR 3 SM UNOFF
2005/05/31 22:19:20 YVR SP 2217  M13 BKN 37 OVC 5SHRA-FG ///1507/SC6SC4 RMK VIS NE QUAD LWR 3 SM UNOFF
2005/05/31 22:24:26 YVR SP 2223  12 FEW M16 BKN 44 OVC 6SHRA-VCFG ///1505/SC3SC4SC3 RMK VIS NE QUAD LWR 3 SM UNOFF
2005/05/31 23:00:46 YVR SA 2300  16 SCT M29 BKN 45 OVC 10SHRA-RERA 152/14.1/11.9/1204/SC4SC4SC2 RMK VIS LWR NE QUAD 7 SM UNOFF
2005/05/31 23:22:15 YVR SP 2320  13 FEW M19 BKN 45 BKN 15 ///1203/CF1SC6SC2  UNOFF
2005/05/31 23:54:54 YVR SP 2353  15 FEW 19 SCT M45 BKN 82 BKN 15 ///0807/CF1SC4SC3AC1  UNOFF

2005/06/01 00:01:41 YVR SA 0000  15 FEW 20 SCT 45 SCT M75 BKN 15 147/15.0/12.8/0706/CF2SC2SC1AC4 0008  UNOFF
2005/06/01 00:26:18 YVR SP 0025  15 FEW 25 SCT M75 BKN 15SHRA- ///0605/CF1SC3AC3  UNOFF
2005/06/01 01:01:03 YVR SA 0100  25 FEW 40 FEW M73 BKN 15SHRA- 140/16.0/13.0/0706/CF2CB1AC4 RMK CB DIST NE QUAD / PCPN VRY LGT UNOFF
2005/06/01 01:06:41 YVR SP 0105  25 FEW 40 FEW M77 BKN 15 ///0806/CF2CB1AC4  UNOFF
2005/06/01 02:01:25 YVR SA 0200  35 FEW 53 SCT M110 BKN 15 136/16.6/12.1/1103/SC2SC3AC2  UNOFF
2005/06/01 03:05:44 YVR SA 0300  M42 BKN 77 BKN 100 OVC 15 136/15.7/11.9/0906/SC6AC1AC1 6011  UNOFF
2005/06/01 03:42:34 YVR SP 0341  40 SCT M59 BKN 78 OVC 15SHRA- ///2005/SC4SC4AC2  UNOFF
2005/06/01 04:04:44 YVR SA 0400  M38 BKN 60 BKN 8SHRA- 136/15.6/10.5/2503/SC7SC2  UNOFF
2005/06/01 05:00:59 YVR SA 0500  M34 BKN 67 OVC 8RA- 140/13.5/11.8/1607/SC6AC4  UNOFF
2005/06/01 05:32:57 YVR SP 0532  37 SCT M57 BKN 90 OVC 10 ///0000/SC4SC3AC3  UNOFF
2005/06/01 05:43:17 YVR SP 0541  37 SCT M63 BKN 82 OVC 10SHRA- ///0602/SC4SC3AC3  UNOFF
2005/06/01 06:04:21 YVR SA 0600  37 SCT M71 BKN 88 OVC 10SHRA- 140/13.4/10.8/0402/SC5AC3AC2 1004 RMK PCPN VRY LGT UNOFF
2005/06/01 06:40:38 YVR SP 0637  30 FEW M47 BKN 72 OVC 10SHRA- ///0903/CF2SC5AC3 RMK PCPN VRY LGT CB EMBD DIST LTNG NW UNOFF
2005/06/01 06:55:52 YVR SP 0653  20 FEW M48 BKN 70 OVC 12 ///1502/CF2SC5AC3 RMK CB EMBD DIST LTNG W UNOFF
2005/06/01 07:01:13 YVR SA 0700  20 FEW M53 BKN 75 OVC 12 140/13.3/11.7/2202/CF2SC6AC2  UNOFF
2005/06/01 07:39:19 YVR SP 0736  10 SCT M44 BKN 75 OVC 12SHRA- ///3113/SC4SC5AC1  UNOFF
2005/06/01 08:01:45 YVR SA 0800  10 SCT M40 BKN 69 OVC 8SHRA- 143/12.8/10.6/3611G16/SC4SC5AC1  UNOFF
2005/06/01 09:01:46 YVR SA 0900  14 SCT M41 OVC 8SHRA- 142/12.4/10.9/3402/SC5SC5 0002  UNOFF
2005/06/01 10:02:34 YVR SA 1000  11 FEW 25 SCT M56 BKN 79 OVC 12RA- 143/12.9/10.8/2810/SC3SC1SC4AC2  UNOFF
2005/06/01 11:02:58 YVR SA 1100  31 SCT M43 BKN 61 OVC 12RA- 142/12.8/10.4/2107/SC4SC4SC2  UNOFF
2005/06/01 11:23:22 YVR SP 1122  22 SCT M64 BKN 90 OVC 12 ///2208/SC4SC3AC3  UNOFF
2005/06/01 12:01:03 YVR SA 1200  22 SCT M61 BKN 100 OVC 15 142/12.8/10.2/2109/SC4SC4AC2 0000  UNOFF
2005/06/01 13:02:24 YVR SA 1300  19 SCT M54 BKN 100 OVC 15 142/12.8/10.6/1806/SC5SC2AC2  UNOFF
2005/06/01 14:01:36 YVR SA 1400  18 SCT M40 BKN 60 BKN 100 BKN 20 143/13.4/10.9/2007/SC4SC2SC2AC1  UNOFF
2005/06/01 15:03:48 YVR SA 1500  20 FEW 40 SCT M60 BKN 20 145/14.8/11.8/2511/TCU3SC2SC3 2003  UNOFF
2005/06/01 16:01:53 YVR SA 1600  20 FEW M67 BKN 20 147/15.1/11.9/2812/TCU3AC4  UNOFF
2005/06/01 17:00:58 YVR SA 1700  20 FEW M61 BKN 20 151/15.8/12.0/2813/CU3SC3  UNOFF
2005/06/01 18:01:03 YVR SA 1800  20 FEW 60 SCT M80 BKN 20 152/16.0/11.7/2617/TCU2SC3AC1 2007  UNOFF
2005/06/01 19:02:50 YVR SA 1900  25 FEW 80 SCT 30 156/16.7/11.5/2513/TCU3AC2  UNOFF
2005/06/01 20:02:36 YVR SA 2000  30 FEW 80 SCT 120 SCT 30 158/17.7/12.6/2511G16/TCU2AC2AC1  UNOFF
2005/06/01 21:02:16 YVR SA 2100  30 FEW 80 FEW 120 SCT 30 158/17.2/10.4/2310G16/TCU2AC1AC1 1006  UNOFF
2005/06/01 22:02:31 YVR SA 2200  30 FEW 100 FEW 240 SCT 30 159/18.0/10.3/2109G18/CU2AC1CI1 RMK TCU ASOCTD UNOFF
2005/06/01 23:02:37 YVR SA 2300  35 FEW 80 FEW 240 SCT 30 161/18.3/10.4/2107/CU2AC1CI1 RMK TCU ASOCTD UNOFF

2005/06/02 00:03:53 YVR SA 0000  35 FEW 60 SCT M240 BKN 30 161/17.8/10.1/2307/CU2SC2CI3 1003  UNOFF
2005/06/02 01:01:02 YVR SA 0100  35 FEW 70 SCT M240 BKN 30 163/17.4/10.2/2608/CU2AC2CI3  UNOFF
2005/06/02 02:01:13 YVR SA 0200  35 FEW 75 SCT M240 BKN 30 164/16.2/12.0/2712/CU2AC3CI3  UNOFF
2005/06/02 03:01:56 YVR SA 0300  35 FEW 75 SCT M240 BKN 30 164/15.5/10.9/2711/CU1AC3CI3 1003  UNOFF
2005/06/02 04:01:25 YVR SA 0400  35 FEW 80 SCT M240 BKN 30 165/15.1/10.2/2913/CF1AC3CI4  UNOFF
2005/06/02 05:01:48 YVR SA 0500  35 FEW M80 BKN 240 BKN 30 168/15.1/11.2/2914/CF1AC5CI2  UNOFF
2005/06/02 06:05:12 YVR SA 0600  40 FEW M85 BKN 240 BKN 30 168/15.2/10.6/2914/SC1AC5CI1 1004  UNOFF
2005/06/02 07:05:06 YVR SA 0700  50 SCT M85 BKN 240 BKN 30 171/15.1/10.8/2914/SC4AC3CI1  UNOFF
2005/06/02 08:01:05 YVR SA 0800  30 FEW M82 BKN 240 BKN 30 173/14.9/10.2/2915/CF1AC7CI1  UNOFF
2005/06/02 09:02:12 YVR SA 0900  30 FEW M81 BKN 20 172/14.3/10.5/2912/CF1AC8 0004  UNOFF
2005/06/02 10:00:59 YVR SA 1000  30 FEW M79 BKN 20 172/14.3/10.5/2824/CF1AC8  UNOFF
2005/06/02 10:06:44 YVR SA 1000  30 FEW M79 BKN 20 172/14.3/10.5/2814/CF1AC8  UNOFF
Warning: at line 1709: duplicated data: prev hr = 2 PST  current hr = 2 PST
2005/06/02 11:02:42 YVR SA 1100  M77 BKN 20 172/14.0/10.5/2813/AC9  UNOFF
2005/06/02 12:02:18 YVR SA 1200  25 FEW M76 BKN 20 171/13.7/10.5/2813/SF1AC8 0001  UNOFF
2005/06/02 13:01:37 YVR SA 1300  25 FEW M82 BKN 140 BKN 20 171/13.7/10.9/2911/SF2AC4AC2  UNOFF
2005/06/02 14:02:53 YVR SA 1400  11 FEW 25 FEW M80 BKN 150 BKN 20 170/13.7/10.4/2811/CF1SC1AC4AC1  UNOFF
2005/06/02 15:02:36 YVR SA 1500  18 SCT M80 BKN 210 BKN 20 172/14.3/10.7/3008/CU5AC2CI1 5001  UNOFF
2005/06/02 16:01:01 YVR SA 1600  M17 BKN 55 BKN 220 BKN 20 174/14.6/11.0/2907/SC6SC1CI0 RMK TCU EMBD UNOFF
2005/06/02 17:00:59 YVR SA 1700  M16 BKN 55 BKN 220 BKN 20 173/15.1/11.1/2711/SC6SC1CI0 RMK TCU EMBD UNOFF
2005/06/02 17:53:15 YVR SP 1751  18 FEW M57 BKN 220 BKN 20 ///2711/TCU2SC4CI0  UNOFF
2005/06/02 18:03:36 YVR SA 1800  19 FEW M57 BKN 240 BKN 20 173/16.0/12.0/2810/TCU2SC4CI1 0001  UNOFF
2005/06/02 19:01:37 YVR SA 1900  20 FEW M57 BKN 240 BKN 20 172/15.7/11.4/2807/TCU2SC4CI1  UNOFF
2005/06/02 20:01:32 YVR SA 2000  25 FEW 70 FEW 240 -BKN 20 171/17.0/11.6/2707/CU2AC1CI1  UNOFF
2005/06/02 21:04:40 YVR SA 2100  25 FEW 70 FEW 240 -BKN 20 170/17.1/11.2/2408/CU2AC1CI1 7003  UNOFF
2005/06/02 22:02:03 YVR SA 2200  25 FEW 80 FEW 240 -BKN 30 170/17.6/11.3/2905/CU1AC1CI1  UNOFF
2005/06/02 23:02:47 YVR SA 2300  40 FEW M80 BKN 240 BKN 30 169/16.5/11.5/2605/CU2AC4CI1  UNOFF

2005/06/03 00:02:32 YVR SA 0000  40 FEW M75 BKN 240 BKN 30 165/16.6/11.3/2504/CU2AC5CI1 0005 RMK TCU ASOCTD UNOFF
2005/06/03 01:02:44 YVR SA 0100  45 FEW M75 BKN 240 BKN 20 163/16.0/10.9/2304/TCU2AC5CI1  UNOFF
2005/06/03 02:03:15 YVR SA 0200  40 FEW M76 BKN 20 162/15.9/11.4/2303/CF2AC7  UNOFF
2005/06/03 03:02:15 YVR SA 0300  45 FEW M76 BKN 20 160/15.9/10.4/2702/CF1AC8 7005  UNOFF
2005/06/03 04:02:12 YVR SA 0400  50 FEW M79 BKN 240 OVC 20 159/15.7/11.2/0000/CF1AC8CS1  UNOFF
2005/06/03 05:02:48 YVR SA 0500  50 FEW M81 BKN 240 OVC 20 160/15.9/10.4/0000/CF1AC7CS2  UNOFF
2005/06/03 06:03:23 YVR SA 0600  M60 BKN 85 BKN 20 160/16.2/10.8/1403/SC6AC3 5000  UNOFF
2005/06/03 07:02:59 YVR SA 0700  55 FEW M83 BKN 20 159/15.5/10.9/1304/SC3AC6  UNOFF
2005/06/03 08:01:04 YVR SA 0800  50 SCT M83 OVC 20 158/14.6/11.4/0806/SC4AC6  UNOFF
2005/06/03 09:01:24 YVR SA 0900  42 SCT M82 OVC 20 157/14.0/10.9/0908/SC5AC5 7003  UNOFF
2005/06/03 10:01:49 YVR SA 1000  M43 BKN 80 OVC 20 159/13.7/10.6/1008/SC8AC2  UNOFF
2005/06/03 11:01:04 YVR SA 1100  M43 BKN 50 OVC 20 159/13.1/10.1/1011/SC7SC3  UNOFF
2005/06/03 12:02:04 YVR SA 1200  34 SCT M45 OVC 20 161/12.8/10.3/1008/SC4SC6 2004  UNOFF
2005/06/03 13:01:19 YVR SA 1300  12 FEW 32 SCT M43 OVC 12 161/13.1/9.8/1109/SF1SC3SC6 RMK VIRGA UNOFF
2005/06/03 14:02:28 YVR SA 1400  12 FEW M26 BKN 45 OVC 10 162/13.0/9.8/1110/SF1SC6SC3  UNOFF
2005/06/03 14:08:27 YVR SA 1400  12 FEW M26 BKN 45 OVC 10 162/13.0/9.8/1110/SF1SC6SC3 RMK VIS HIER S - W 20 UNOFF
Warning: at line 1740: duplicated data: prev hr = 6 PST  current hr = 6 PST
2005/06/03 15:02:34 YVR SA 1500  16 FEW M26 BKN 50 BKN 15 163/13.1/9.6/1012/SF2SC6SC1 5002 RMK VIS HIER SW UNOFF
2005/06/03 16:01:08 YVR SA 1600  15 FEW M25 BKN 50 BKN 15 166/13.3/9.6/1212/SC2SC6SC1  UNOFF
2005/06/03 16:48:42 YVR SP 1644  15 FEW M23 BKN 50 BKN 80 OVC 15SHRA- ///1010/SF1SC6SC1AC1 RMK VIS NE - E 5 UNOFF
2005/06/03 17:02:18 YVR SA 1700  15 FEW M23 BKN 50 BKN 80 OVC 15SHRA- 167/12.4/10.0/1010/SF1SC6SC1AC1 RMK VIS LWR NW - NE UNOFF
2005/06/03 17:37:01 YVR SP 1735  15 FEW M22 BKN 50 BKN 90 BKN 15 ///1111/SF1SC5SC2AC1 RMK VIS LWR NW - NE UNOFF
2005/06/03 18:02:47 YVR SA 1800  17 FEW M25 BKN 45 BKN 90 BKN 15 167/14.2/10.0/1010/SF1SC5SC2AC1 1004  UNOFF
2005/06/03 19:02:36 YVR SA 1900  16 FEW M25 BKN 40 BKN 90 BKN 15 168/15.3/9.5/1009/CU2SC5SC1AC1  UNOFF
2005/06/03 20:01:56 YVR SA 2000  18 FEW 25 SCT M40 BKN 90 BKN 20 167/16.6/9.2/1408/CU2CU2SC3AC2  UNOFF
2005/06/03 21:02:26 YVR SA 2100  25 SCT M40 BKN 100 BKN 20 169/16.3/8.6/1010/CU4SC3AC2 5002  UNOFF
2005/06/03 22:01:40 YVR SA 2200  25 FEW M45 BKN 80 BKN 20 168/16.3/8.9/1210/CU2SC5AC2  UNOFF
2005/06/03 23:01:06 YVR SA 2300  25 FEW 40 SCT M55 BKN 80 BKN 20 167/16.9/8.9/1113/CU1SC3SC3AC2  UNOFF

2005/06/04 00:01:13 YVR SA 0000  30 FEW 40 SCT M59 BKN 80 BKN 20 165/16.6/8.3/1410/CU1SC3SC3AC1 7004  UNOFF
2005/06/04 01:00:56 YVR SA 0100  35 FEW M60 BKN 80 BKN 20 163/16.4/7.4/1213/CU2SC5AC1  UNOFF
